|	Key                 |	Value
682    |	           Kiki, who is the             |	{ youngest, }
683    |	         who is the youngest,           |	{ has }
684    |	         is the youngest, has           |	{ hair }
685    |	        the youngest, has hair          |	{ like }
686    |	        youngest, has hair like         |	{ fur. }
687    |	          has hair like fur.            |	{ But }
688    |	          hair like fur. But            |	{ my }
689    |	           like fur. But my             |	{ mother's }
690    |	         fur. But my mother's           |	{ hair, }
691    |	         But my mother's hair,          |	{ my }
692    |	         my mother's hair, my           |	{ mother's }
693    |	      mother's hair, my mother's        |	{ hair, }
694    |	        hair, my mother's hair,         |	{ like }
695    |	        my mother's hair, like          |	{ little }
696    |	      mother's hair, like little        |	{ rosettes, }
697    |	      hair, like little rosettes,       |	{ like }
698    |	      like little rosettes, like        |	{ little }
699    |	     little rosettes, like little       |	{ candy }
700    |	      rosettes, like little candy       |	{ circles }
701    |	       like little candy circles        |	{ all }
702    |	       little candy circles all         |	{ curly }
703    |	        candy circles all curly         |	{ and }
704    |	         circles all curly and          |	{ pretty }
705    |	         all curly and pretty           |	{ because }
706    |	       curly and pretty because         |	{ she }
707    |	        and pretty because she          |	{ pinned }
708    |	       pretty because she pinned        |	{ it }
709    |	         because she pinned it          |	{ in }
710    |	           she pinned it in             |	{ pincurls }
711    |	         pinned it in pincurls          |	{ all }
712    |	          it in pincurls all            |	{ day, }
713    |	         in pincurls all day,           |	{ sweet }
714    |	        pincurls all day, sweet         |	{ to }
715    |	           all day, sweet to            |	{ put }
716    |	           day, sweet to put            |	{ your }
717    |	           sweet to put your            |	{ nose }
718    |	           to put your nose             |	{ into }
719    |	          put your nose into            |	{ when }
720    |	          your nose into when           |	{ she }
721    |	          nose into when she            |	{ is }
722    |	           into when she is             |	{ holding }
723    |	          when she is holding           |	{ you, }
724    |	          she is holding you,           |	{ holding }
725    |	        is holding you, holding         |	{ you }
726    |	       holding you, holding you         |	{ and }
727    |	         you, holding you and           |	{ you }
728    |	          holding you and you           |	{ feel }
729    |	           you and you feel             |	{ safe, }
730    |	          and you feel safe,            |	{ is }
731    |	           you feel safe, is            |	{ the }
732    |	           feel safe, is the            |	{ warm }
733    |	           safe, is the warm            |	{ smell }
734    |	           is the warm smell            |	{ of }
735    |	           the warm smell of            |	{ bread }
736    |	          warm smell of bread           |	{ before }
737    |	         smell of bread before          |	{ you }
738    |	          of bread before you           |	{ bake }
739    |	         bread before you bake          |	{ it, }
740    |	          before you bake it,           |	{ is }
741    |	            you bake it, is             |	{ the }
742    |	            bake it, is the             |	{ smell }
743    |	           it, is the smell             |	{ when }
